userid	relevant_before	taskid	estimation	perceived_ratio	perceived_ratio_bin
U12	True	2	RAN	-0.382722383141	0
U12	True	2	REL	-0.364335756891	0
U12	True	2	SEG	-0.630360956481	0
U12	True	2	RAN	-0.478050203576	0
U12	True	2	REL	-0.523123878201	0
U12	True	2	SEG	-0.440365683836	0
U12	True	2	RAN	-0.42645725379	0
U12	True	2	REL	-0.487880066416	0
U12	False	3	SEG	-0.0967956277059	1
U12	False	3	RAN	-0.363643613255	0
U12	False	3	REL	-0.104580346109	1
U12	False	3	SEG	0.156012899165	2
U12	False	3	RAN	0.189457493659	3
U12	False	3	REL	0.328719560993	3
U12	True	3	SEG	-0.242063042837	1
U12	True	3	RAN	-0.730865754516	0
U12	True	3	REL	-0.348700290235	0
U12	False	3	SEG	0.0107454840335	2
U12	False	3	RAN	-0.177764647601	1
U12	False	3	REL	0.0845996168661	2
U12	False	4	SEG	0.674236216274	4
U12	False	4	RAN	0.531135372634	4
U12	False	4	REL	0.779596731932	4
U12	False	4	SEG	0.708668474906	4
U12	False	4	RAN	0.34955747617	3
U12	False	4	REL	0.755022584278	4
U12	False	4	SEG	0.0511056044976	2
U12	False	4	RAN	-0.210213909744	1
U12	False	4	REL	0.345732149302	3
U12	False	4	SEG	0.0855378631299	2
U12	False	4	RAN	-0.391791806208	0
U12	False	4	REL	0.321158001648	3
U12	False	5	SEG	1.14035407588	4
U12	False	5	RAN	0.71159738037	4
U12	False	5	REL	0.822262948258	4
U12	False	5	SEG	0.691037612986	4
U12	False	5	RAN	0.0744648413649	2
U12	False	5	REL	0.333550414371	3
U12	True	5	SEG	0.375545463593	3
U12	True	5	RAN	0.0946024656913	2
U12	True	5	REL	0.230734640016	3
U12	True	5	SEG	-0.0737709993005	1
U12	True	5	RAN	-0.542530073314	0
U12	True	5	REL	-0.257977893871	1
U13	False	2	SEG	-0.176515581737	1
U13	False	2	RAN	-0.250623553891	1
U13	False	2	REL	0.060530874746	2
U13	False	2	SEG	-0.599687031037	0
U13	False	2	RAN	-0.811945341671	0
U13	False	2	REL	-0.763155177502	0
U13	False	2	SEG	-0.741071618764	0
U13	False	2	RAN	-0.801330810282	0
U13	False	2	REL	-0.407938283408	0
U13	False	2	SEG	-1.16424306806	0
U13	False	2	RAN	-1.36265259806	0
U13	False	2	REL	-1.23162433566	0
U13	False	3	SEG	1.48321394847	4
U13	False	3	RAN	1.01193562179	4
U13	False	3	REL	1.55197324703	4
U13	False	3	SEG	-0.506026355631	0
U13	False	3	RAN	-0.368404977755	0
U13	False	3	REL	-0.44097567059	0
U13	False	3	SEG	0.401415005189	3
U13	False	3	RAN	0.407145679898	4
U13	False	3	REL	0.0903780265511	2
U13	False	4	SEG	-0.0456662454431	1
U13	False	4	RAN	-0.183751149604	1
U13	False	4	REL	0.201911331208	3
U13	False	4	SEG	0.972551552704	4
U13	False	4	RAN	-0.0296004697763	1
U13	False	4	REL	0.193543081538	3
U13	True	4	SEG	0.219202046367	3
U13	True	4	RAN	-0.204751693121	1
U13	True	4	REL	0.216628870293	3
U13	True	4	SEG	1.23741984451	4
U13	True	4	RAN	-0.0506010132938	1
U13	True	4	REL	0.208260620622	3
U13	True	5	SEG	-0.611691636776	0
U13	True	5	RAN	-0.839950288757	0
U13	True	5	REL	-0.781109788734	0
U13	True	5	SEG	-0.6539899402	0
U13	True	5	RAN	-0.88324709451	0
U13	True	5	REL	-0.904449302161	0
U13	True	5	SEG	-0.347571959336	0
U13	True	5	RAN	-0.779354375761	0
U13	True	5	REL	-0.333067273133	0
U13	True	5	SEG	-0.389870262759	0
U13	True	5	RAN	-0.822651181514	0
U13	True	5	REL	-0.45640678656	0
U14	False	2	SEG	0.446531884026	4
U14	False	2	RAN	0.560036486301	4
U14	False	2	REL	0.373260579158	3
U14	False	2	SEG	0.287838025011	3
U14	False	2	RAN	0.0999617104757	2
U14	False	2	REL	0.290480034474	3
U14	False	2	SEG	0.272391701264	3
U14	False	2	RAN	0.357746534529	3
U14	False	2	REL	0.0915434937542	2
U14	False	2	SEG	0.113697842249	2
U14	False	2	RAN	-0.102328241296	1
U14	False	2	REL	0.0087629490705	2
U14	False	3	SEG	0.35621874702	3
U14	False	3	RAN	0.426155254478	4
U14	False	3	REL	0.450252806057	4
U14	False	3	SEG	-0.165258202336	1
U14	False	3	RAN	0.158446722365	2
U14	False	3	REL	0.0955328969545	2
U14	False	3	SEG	-0.257506981711	1
U14	False	3	RAN	0.298391329824	3
U14	False	3	REL	-0.354909942188	0
U14	True	4	SEG	-0.0204760082796	1
U14	True	4	RAN	0.0421375844484	2
U14	True	4	REL	0.129735643766	2
U14	True	4	SEG	-0.414625578395	0
U14	True	4	RAN	-0.352011985667	0
U14	True	4	REL	-0.297203749172	0
U14	True	4	SEG	0.125697828065	2
U14	True	4	RAN	0.253685033895	3
U14	True	4	REL	0.311792664703	3
U14	True	4	SEG	-0.268451742051	0
U14	True	4	RAN	-0.14046453622	1
U14	True	4	REL	-0.115146728236	1
U14	False	5	SEG	0.468444799958	4
U14	False	5	RAN	0.412592722032	4
U14	False	5	REL	0.348054200895	3
U14	False	5	SEG	0.460647196059	4
U14	False	5	RAN	0.35424283897	3
U14	False	5	REL	0.35424283897	3
U14	True	5	SEG	0.142961980175	2
U14	True	5	RAN	0.0449815718146	2
U14	True	5	REL	-0.0965179904591	1
U14	True	5	SEG	0.135164376275	2
U14	True	5	RAN	-0.0133683112477	2
U14	True	5	REL	-0.0903293523838	1
U15	False	2	SEG	0.40655830926	3
U15	False	2	RAN	-0.133947625721	1
U15	False	2	REL	0.628192426326	4
U15	False	2	SEG	0.30395534043	3
U15	False	2	RAN	-0.212857168734	1
U15	False	2	REL	0.319474660253	3
U15	False	2	SEG	0.227213493391	3
U15	False	2	RAN	0.264953821374	3
U15	False	2	REL	0.611476393849	4
U15	False	4	SEG	-0.0727593542824	1
U15	False	4	RAN	-0.117495248124	1
U15	False	4	REL	-0.09608115362	1
U15	False	4	SEG	0.0160243039456	2
U15	False	4	RAN	0.0687437462549	2
U15	False	4	REL	-0.537392057315	0
U15	True	4	SEG	-0.338331549211	0
U15	True	4	RAN	-0.164378242088	1
U15	True	4	REL	-0.112192488917	1
U15	False	4	SEG	-0.249547890983	1
U15	False	4	RAN	0.0218607522908	2
U15	False	4	REL	-0.553503392613	0
U15	True	5	SEG	1.04586694466	4
U15	True	5	RAN	-0.0270775972638	1
U15	True	5	REL	-0.428674228594	0
U15	True	5	SEG	0.464660524128	4
U15	True	5	RAN	-0.57988454327	0
U15	True	5	REL	-0.811054405458	0
U15	True	5	SEG	0.120144311842	2
U15	True	5	RAN	-0.0936116231687	1
U15	True	5	REL	-0.376367577284	0
U15	True	5	SEG	-0.461062108686	0
U15	True	5	RAN	-0.646418569175	0
U15	True	5	REL	-0.758747754149	0
U16	True	2	SEG	0.276565167319	3
U16	True	2	RAN	0.418921270654	4
U16	True	2	REL	0.270250056591	3
U16	True	2	SEG	0.259140364024	3
U16	True	2	RAN	0.252383581561	3
U16	True	2	REL	0.103712367498	2
U16	True	2	SEG	0.24474145329	3
U16	True	2	RAN	0.316893297951	3
U16	True	2	REL	0.201744775927	3
U16	True	2	SEG	0.227316649995	3
U16	True	2	RAN	0.150355608859	2
U16	True	2	REL	0.0352070868347	2
U16	False	3	SEG	0.0661765231418	2
U16	False	3	RAN	0.1715370388	3
U16	False	3	REL	0.352233899867	3
U16	False	3	SEG	0.202543849873	3
U16	False	3	RAN	-0.188480574081	1
U16	False	3	REL	0.409558019257	4
U16	False	3	SEG	-0.137063370979	1
U16	False	3	RAN	0.343990094453	3
U16	False	3	REL	0.263322191385	3
U16	False	4	SEG	0.0999187088218	2
U16	False	4	RAN	-0.127482432745	1
U16	False	4	REL	0.0605697987578	2
U16	False	4	SEG	0.125697103583	2
U16	False	4	RAN	-0.0521701028611	1
U16	False	4	REL	-0.244890366876	1
U16	True	4	SEG	0.323985195135	3
U16	True	4	RAN	-0.00877646209011	2
U16	True	4	REL	0.179275769413	3
U16	True	4	SEG	0.349763589896	3
U16	True	4	RAN	0.0665358677939	2
U16	True	4	REL	-0.126184396221	1
U16	False	5	SEG	0.270410166189	3
U16	False	5	RAN	0.333114871959	3
U16	False	5	REL	0.314454449241	3
U16	False	5	SEG	0.101959338426	2
U16	False	5	RAN	0.302630033888	3
U16	False	5	REL	0.122658654439	2
U16	False	5	SEG	0.0646622787053	2
U16	False	5	RAN	0.00594095754017	2
U16	False	5	REL	0.0590784572373	2
U16	False	5	SEG	-0.103788549058	1
U16	False	5	RAN	-0.0245438805309	1
U16	False	5	REL	-0.132717337565	1
U17	True	2	SEG	-0.0698378620745	1
U17	True	2	RAN	0.0582331049697	2
U17	True	2	REL	0.127225976457	2
U17	True	2	SEG	0.186731153401	3
U17	True	2	RAN	0.247791410162	3
U17	True	2	REL	0.343101589966	3
U17	True	2	SEG	-0.249191829599	1
U17	True	2	RAN	-0.184428311273	1
U17	True	2	REL	-0.10935639371	1
U17	True	2	SEG	0.00737718587629	2
U17	True	2	RAN	0.00512999391938	2
U17	True	2	REL	0.1065192198	2
U17	False	3	SEG	-0.0795463802905	1
U17	False	3	RAN	0.00144374573907	2
U17	False	3	REL	0.0814864534126	2
U17	False	3	SEG	-0.16559252774	1
U17	False	3	RAN	-0.12927668228	1
U17	False	3	REL	0.0114509772153	2
U17	False	3	SEG	-0.0490603396789	1
U17	False	3	RAN	0.0439532263284	2
U17	False	3	REL	0.0742052694989	2
U17	False	3	SEG	-0.135106487129	1
U17	False	3	RAN	-0.0867672016905	1
U17	False	3	REL	0.00416979330162	2
U17	False	4	SEG	0.556532592755	4
U17	False	4	RAN	0.733643090336	4
U17	False	4	REL	0.623332069518	4
U17	False	4	SEG	0.33845973174	3
U17	False	4	RAN	0.568287011494	4
U17	False	4	REL	0.437608687851	4
U17	True	4	SEG	0.48496904365	4
U17	True	4	RAN	0.646281424354	4
U17	True	4	REL	0.619352012476	4
U17	True	4	SEG	0.266896182635	3
U17	True	4	RAN	0.480925345512	4
U17	True	4	REL	0.433628630809	4
U17	False	5	SEG	0.538445772926	4
U17	False	5	RAN	0.625787783081	4
U17	False	5	REL	0.610941274964	4
U17	False	5	SEG	0.270779255777	3
U17	False	5	RAN	0.557734319836	4
U17	False	5	REL	0.503667098565	4
U17	True	5	SEG	0.275827083243	3
U17	True	5	RAN	0.584128442897	4
U17	True	5	REL	0.528038976246	4
U17	False	5	SEG	0.0081605660936	2
U17	False	5	RAN	0.516074979652	4
U17	False	5	REL	0.420764799848	4
U18	False	2	SEG	0.872859813359	4
U18	False	2	RAN	0.791460365624	4
U18	False	2	REL	0.43721975482	4
U18	False	2	SEG	0.151074028976	2
U18	False	2	RAN	0.305605588641	3
U18	False	2	REL	0.369718020963	3
U18	True	2	SEG	0.640787901635	4
U18	True	2	RAN	0.657651707687	4
U18	True	2	REL	0.554983889718	4
U18	False	2	SEG	-0.0809978827479	1
U18	False	2	RAN	0.171796930703	3
U18	False	2	REL	0.48748215586	4
U18	True	3	SEG	-0.376748074841	0
U18	True	3	RAN	-0.290477713076	0
U18	True	3	REL	-0.0580050664733	1
U18	True	3	SEG	-0.00809889287561	2
U18	True	3	RAN	-0.179078561133	1
U18	True	3	REL	-0.0554230530557	1
U18	False	3	SEG	0.0470641586659	2
U18	False	3	RAN	-0.0271621636862	1
U18	False	3	REL	0.242428145873	3
U18	False	4	SEG	-0.23973418743	1
U18	False	4	RAN	-0.0455166654388	1
U18	False	4	REL	0.245865688756	3
U18	False	4	SEG	-0.0603847491022	1
U18	False	4	RAN	-0.099414093008	1
U18	False	4	REL	0.0748429039492	2
U18	False	4	SEG	-0.613585744553	0
U18	False	4	RAN	-0.221560703297	1
U18	False	4	REL	0.122837598597	2
U18	False	4	SEG	-0.434236306225	0
U18	False	4	RAN	-0.275458130866	0
U18	False	4	REL	-0.0481851862098	1
U18	False	5	SEG	0.675604623642	4
U18	False	5	RAN	0.797598191835	4
U18	False	5	REL	0.527817329712	4
U18	False	5	SEG	0.0576674408704	2
U18	False	5	RAN	0.187971983325	3
U18	False	5	REL	0.259613862983	3
U18	True	5	SEG	0.670850148884	4
U18	True	5	RAN	0.586002543109	4
U18	True	5	REL	0.407483272264	4
U18	True	5	SEG	0.0529129661124	2
U18	True	5	RAN	-0.0236236654015	1
U18	True	5	REL	0.139279805535	2
U19	True	2	SEG	1.0852405517	4
U19	True	2	RAN	0.944700528923	4
U19	True	2	REL	0.965950356755	4
U19	True	2	SEG	0.143284276467	2
U19	True	2	RAN	-0.45017884644	0
U19	True	2	REL	-0.369209783906	0
U19	True	2	SEG	0.736689711712	4
U19	True	2	RAN	1.70867040765	4
U19	True	2	REL	1.55797939474	4
U19	True	2	SEG	-0.205266563523	1
U19	True	2	RAN	0.313791032284	3
U19	True	2	REL	0.222819254078	3
U19	False	3	SEG	0.243944942455	3
U19	False	3	RAN	0.219685609515	3
U19	False	3	REL	0.278636258377	3
U19	False	3	SEG	0.160927553018	2
U19	False	3	RAN	0.104057415388	2
U19	False	3	REL	0.0354947439511	2
U19	True	3	SEG	0.275502154292	3
U19	True	3	RAN	0.293365679256	3
U19	True	3	REL	0.226722985114	3
U19	True	3	SEG	0.192484764855	3
U19	True	3	RAN	0.177737485129	3
U19	True	3	REL	-0.0164185293119	2
U19	False	4	SEG	-0.422092455942	0
U19	False	4	RAN	0.104532358261	2
U19	False	4	REL	0.11961955818	2
U19	False	4	SEG	-0.382519518708	0
U19	False	4	RAN	0.0209010170257	2
U19	False	4	REL	-0.200638684707	1
U19	True	4	SEG	-0.735146838443	0
U19	True	4	RAN	-0.270082701821	0
U19	True	4	REL	-0.289034627237	0
U19	False	4	SEG	-0.695573901209	0
U19	False	4	RAN	-0.353714043056	0
U19	False	4	REL	-0.609292870123	0
U19	False	5	SEG	0.386971094394	3
U19	False	5	RAN	0.261645336593	3
U19	False	5	REL	0.202456465203	3
U19	False	5	SEG	-0.268174967987	0
U19	False	5	RAN	-0.411754166097	0
U19	False	5	REL	-0.157285478633	1
U19	False	5	SEG	0.346664115819	3
U19	False	5	RAN	0.458205490552	4
U19	False	5	REL	0.227093769588	3
U19	False	5	SEG	-0.308481946562	0
U19	False	5	RAN	-0.215194012139	1
U19	False	5	REL	-0.132648174247	1
U20	False	2	SEG	0.546495943705	4
U20	False	2	RAN	1.13041413183	4
U20	False	2	REL	1.07521458247	4
U20	False	2	SEG	0.288835950434	3
U20	False	2	RAN	0.900153112746	4
U20	False	2	REL	0.911202948932	4
U20	True	2	SEG	0.295881206091	3
U20	True	2	RAN	0.560502705954	4
U20	True	2	REL	0.490914419147	4
U20	False	2	SEG	0.0382212128202	2
U20	False	2	RAN	0.330241686871	3
U20	False	2	REL	0.326902785605	3
U20	False	3	SEG	0.313391814392	3
U20	False	3	RAN	0.229050665958	3
U20	False	3	REL	0.236019335274	3
U20	False	3	SEG	0.263821908948	3
U20	False	3	RAN	0.0696658945073	2
U20	False	3	REL	0.088063259647	2
U20	False	3	SEG	0.283823503148	3
U20	False	3	RAN	0.337708591643	3
U20	False	3	REL	0.277468511265	3
U20	False	4	SEG	-0.173981634313	1
U20	False	4	RAN	0.091858696224	2
U20	False	4	REL	0.00200236710209	2
U20	False	4	SEG	0.307063238246	3
U20	False	4	RAN	0.413475831854	4
U20	False	4	REL	0.503087990544	4
U20	True	4	SEG	0.0598597119998	2
U20	True	4	RAN	0.308598810503	3
U20	True	4	REL	0.165497966862	2
U20	True	4	SEG	0.540904584558	4
U20	True	4	RAN	0.630215946133	4
U20	True	4	REL	0.666583590304	4
U20	False	5	SEG	0.942522241218	4
U20	False	5	RAN	0.815978414179	4
U20	False	5	REL	0.87128325937	4
U20	False	5	SEG	0.448822454522	4
U20	False	5	RAN	0.617483998139	4
U20	False	5	REL	0.622599098806	4
U20	False	5	SEG	0.690046839858	4
U20	False	5	RAN	0.560425613867	4
U20	False	5	REL	0.601341721606	4
U20	False	5	SEG	0.196347053162	3
U20	False	5	RAN	0.361931197828	3
U20	False	5	REL	0.352657561042	3
U21	False	2	SEG	-0.222583049435	1
U21	False	2	RAN	-0.545619634225	0
U21	False	2	REL	-1.00671643832	0
U21	False	2	SEG	-0.689829994683	0
U21	False	2	RAN	-0.770795018273	0
U21	False	2	REL	-0.966188656634	0
U21	True	2	SEG	0.348506076185	3
U21	True	2	RAN	-0.0473895809071	1
U21	True	2	REL	-0.569522275588	0
U21	True	2	SEG	-0.118740869063	1
U21	True	2	RAN	-0.272564964956	0
U21	True	2	REL	-0.528994493903	0
U21	False	3	SEG	0.17732479232	3
U21	False	3	RAN	0.702649990455	4
U21	False	3	REL	0.574949518141	4
U21	False	3	SEG	-0.299980394094	0
U21	False	3	RAN	-0.402259243215	0
U21	False	3	REL	-0.114577170763	1
U21	True	3	SEG	0.533306169621	4
U21	True	3	RAN	0.643892622862	4
U21	True	3	REL	0.750977276878	4
U21	False	3	SEG	0.0560009832065	2
U21	False	3	RAN	-0.461016610807	0
U21	False	3	REL	0.061450587974	2
U21	True	4	SEG	-0.0917672339877	1
U21	True	4	RAN	-0.246097592191	1
U21	True	4	REL	-0.197307428022	1
U21	True	4	SEG	0.277947965881	3
U21	True	4	RAN	-0.401858146259	0
U21	True	4	REL	-0.0705010103049	1
U21	True	4	SEG	-0.468562642554	0
U21	True	4	RAN	-0.676436250311	0
U21	True	4	REL	-0.573578864871	0
U21	True	4	SEG	-0.0988474426857	1
U21	True	4	RAN	-0.832196804379	0
U21	True	4	REL	-0.446772447154	0
U21	False	5	SEG	0.273978287858	3
U21	False	5	RAN	0.100083458557	2
U21	False	5	REL	0.301324848856	3
U21	False	5	SEG	0.0270070535004	2
U21	False	5	RAN	-0.368723282455	0
U21	False	5	REL	0.0507716738637	2
U21	False	5	SEG	0.178859529242	3
U21	False	5	RAN	-0.0120338395637	2
U21	False	5	REL	0.0455466398715	2
U21	False	5	SEG	-0.0681117051153	1
U21	False	5	RAN	-0.480840580576	0
U21	False	5	REL	-0.20500653512	1
U22	False	2	SEG	-1.19883288946	0
U22	False	2	RAN	0.1736952759	3
U22	False	2	REL	-1.24984325839	0
U22	False	2	SEG	-0.0106084420977	2
U22	False	2	RAN	0.019544596073	2
U22	False	2	REL	-0.641853886172	0
U22	True	2	SEG	-1.63933820627	0
U22	True	2	RAN	0.045323127401	2
U22	True	2	REL	-1.58431749235	0
U22	False	2	SEG	-0.451113758913	0
U22	False	2	RAN	-0.108827552426	1
U22	False	2	REL	-0.976328120131	0
U22	False	3	SEG	0.231146748315	3
U22	False	3	RAN	0.0302717836251	2
U22	False	3	REL	-0.132908302922	1
U22	False	3	SEG	-0.0226854694138	1
U22	False	3	RAN	-0.159021912966	1
U22	False	3	REL	-0.216841483855	1
U22	True	3	SEG	0.400528219599	3
U22	True	3	RAN	-0.0597192347016	1
U22	True	3	REL	-0.165079750359	1
U22	True	3	SEG	0.14669600187	2
U22	True	3	RAN	-0.249012931293	1
U22	True	3	REL	-0.249012931293	1
U22	True	4	SEG	0.570904211734	4
U22	True	4	RAN	-0.313027781833	0
U22	True	4	REL	0.434186619998	4
U22	True	4	SEG	0.884180040201	4
U22	True	4	RAN	-0.258234871125	1
U22	True	4	REL	-0.58365727156	0
U22	True	4	SEG	-0.483099742248	0
U22	True	4	RAN	-0.387135753986	0
U22	True	4	REL	-0.373890527236	0
U22	True	4	SEG	-0.169823913781	1
U22	True	4	RAN	-0.332342843279	0
U22	True	4	REL	-1.39173441879	0
U22	False	5	SEG	0.320313579668	3
U22	False	5	RAN	-0.0972728889722	1
U22	False	5	REL	-0.747860455113	0
U22	False	5	SEG	1.07080422903	4
U22	False	5	RAN	0.85255066301	4
U22	False	5	REL	0.808098900439	4
U22	False	5	SEG	-0.0179248165165	1
U22	False	5	RAN	-0.0929600024594	1
U22	False	5	REL	-0.947375330615	0
U22	False	5	SEG	0.732565832845	4
U22	False	5	RAN	0.856863549523	4
U22	False	5	REL	0.608584024937	4
U23	False	2	SEG	0.487159172382	4
U23	False	2	RAN	0.389585125431	3
U23	False	2	REL	0.369382418113	3
U23	False	2	SEG	0.0952090897161	2
U23	False	2	RAN	0.0439157953286	2
U23	False	2	REL	0.0237130880111	2
U23	True	2	SEG	0.439800838594	4
U23	True	2	RAN	0.171520045417	3
U23	True	2	REL	0.177750595168	3
U23	True	2	SEG	0.0478507559275	2
U23	True	2	RAN	-0.174149284685	1
U23	True	2	REL	-0.167918734934	1
U23	True	3	SEG	0.101690137646	2
U23	True	3	RAN	0.251502415874	3
U23	True	3	REL	-0.0523090385074	1
U23	True	3	SEG	-0.041354598138	1
U23	True	3	RAN	0.151831390036	2
U23	True	3	REL	-0.25304565572	1
U23	True	3	SEG	-0.198017314212	1
U23	True	3	RAN	-0.216215498091	1
U23	True	3	REL	-0.457226051233	0
U23	True	3	SEG	-0.341062049995	0
U23	True	3	RAN	-0.315886523929	0
U23	True	3	REL	-0.657962668446	0
U23	True	4	SEG	0.447101987911	4
U23	True	4	RAN	0.360717373712	3
U23	True	4	REL	0.32862905916	3
U23	False	4	SEG	0.336516390955	3
U23	False	4	RAN	0.382186427789	3
U23	False	4	REL	0.0911654540712	2
U23	False	4	SEG	0.0176220035985	2
U23	False	4	RAN	0.270212756239	3
U23	False	4	REL	-0.00176002250762	2
U23	False	5	SEG	-0.165028106561	1
U23	False	5	RAN	0.486709017127	4
U23	False	5	REL	0.35149553832	3
U23	False	5	SEG	0.228014481549	3
U23	False	5	RAN	0.551247538265	4
U23	False	5	REL	0.215363363995	3
U23	True	5	SEG	-0.357791638639	0
U23	True	5	RAN	0.300669983933	3
U23	True	5	REL	0.183805643794	3
U23	False	5	SEG	0.0352509494708	2
U23	False	5	RAN	0.365208505071	3
U23	False	5	REL	0.0476734694694	2
